"id,""name"",""url"",""ESG"",""E"",""S"",""G"""
"1656,""The Abyss (DAICO)"",""https://icomarks.com/ico/The-Abyss"","""","""","""","""""
"1667,""VIHOR - Sports Challenges"",""https://icomarks.com/ico/VIHOR"","""","""","""","""""
"1692,""Ammeris"",""https://icomarks.com/ico/ammeris-platform"","""","""","""","""""
"1698,""Astrome ICO"",""https://icomarks.com/ico/Astrome"","""","""","""","""""
"1703,""BCoin.sg"",""https://icomarks.com/ico/BCoin-sg"","""","""","""","""""
"1713,""Boomstarter.Network"",""https://icomarks.com/ico/Boomstarter-Network"","""","""","""","""""
"1717,""Capverto"",""https://icomarks.com/ico/capverto-ico"","""","""","""","""""
"1731,""CZero"",""https://icomarks.com/ico/czeromobility"","""","""","""","""""
"1742,""Effect.AI"",""https://icomarks.com/ico/Effect-AI"","""","""","""","""""
"1752,""Files.fm Library"",""https://icomarks.com/ico/Files-fm-Library"","""","""","""","""""
"1782,""Invox Finance"",""https://icomarks.com/ico/invox-finance-token-sale"","""","""","""","""""
"1786,""IZX"",""https://icomarks.com/ico/izetex"","""","""","""","""""
"1790,""Jury.Online"",""https://icomarks.com/ico/JuryOnline"","""","""","""","""""
"1803,""MeconCash"",""https://icomarks.com/ico/meconcash-mch"","""","""","""","""""
"1806,""Morpheus Infrastructure Token"",""https://icomarks.com/ico/Morpheus-Infrastructure"","""","""","""","""""
"1811,""N.Exchange"",""https://icomarks.com/ico/N-Exchange"","""","""","""","""""
"1831,""PROOF OF TOSS"",""https://icomarks.com/ico/TOSS"","""","""","""","""""
"1836,""Review.Network"",""https://icomarks.com/ico/review-network-ico"","""","""","""","""""
"1841,""Selfie GO"",""https://icomarks.com/ico/selfie-go-ico"","""","""","""","""""
"1863,""Travala"",""https://icomarks.com/ico/travala-com"","""","""","""","""""
"1868,""ubiatarplay.io"",""https://icomarks.com/ico/ubiatarplay-IO"","""","""","""","""""
"1897,""Zetanet: Blockchain 5.0 Project"",""https://icomarks.com/ico/zetanet-blockchain-50"","""","""","""","""""
"1902,""aGifttoken Stage I"",""https://icomarks.com/ico/agifttoken"","""","""","""","""""
"1905,""Arium 2.0"",""https://icomarks.com/ico/Arium-2-0"","""","""","""","""""
"1914,""Bitwin 2.0"",""https://icomarks.com/ico/bitwin-2-0"","""","""","""","""""
"1917,""BlooCYS"",""https://icomarks.com/ico/bloocys-experts-at-your-fingertips"","""","""","""","""""
"1924,""CHERR.IO"",""https://icomarks.com/ico/CHERR-IO"","""","""","""","""""
"1926,""Coin Analyst"",""https://icomarks.com/ieo/coinanalyst-tech"","""","""","""","""""
"1932,""Crypto Circle eXchange"",""https://icomarks.com/ico/crypto-circle-x"","""","""","""","""""
"1964,""GSC Platform"",""https://icomarks.com/ico/gsc-aviation"","""","""","""","""""
"1991,""Muusic"",""https://icomarks.com/ico/muusic-coin"","""","""","""","""""
"1994,""NHCT"",""https://icomarks.com/ico/nhct1538060677"","""","""","""","""""
"2005,""PROT"",""https://icomarks.com/ico/protex"","""","""","""","""""
"2012,""Sidera"",""https://icomarks.com/ico/sidera-blockchain-technologies"","""","""","""","""""
"2015,""Stips"",""https://icomarks.com/blockchain/stips"","""","""","""","""""
"2029,""Viola.AI"",""https://icomarks.com/ico/Viola-AI"","""","""","""","""""
"2042,""AIO.Community"",""https://icomarks.com/ico/AIO-Community"","""","""","""","""""
"2055,""Block-Chain.com"",""https://icomarks.com/ico/block-chain"","""","""","""","""""
"2056,""blocksquare.io"",""https://icomarks.com/ico/blocksquareio"","""","""","""","""""
"2064,""Bytus"",""https://icomarks.com/blockchain/bytus"","""","""","""","""""
"2069,""Clash&GO"",""https://icomarks.com/ico/clash-amp-go"","""","""","""","""""
"2080,""CryptoBnB"",""https://icomarks.com/ico/crypto-bnb"","""","""","""","""""
"2085,""DEEP AERO"",""https://icomarks.com/ico/deep-aero-just-priority-listing"","""","""","""","""""
"2096,""Everest"",""https://icomarks.com/ico/everest1537272292"","""","""","""","""""
"2104,""Gaia"",""https://icomarks.com/airdrop/gaia-world-unilayer-holders-airdrop-31st-oct"","""","""","""","""""
"2122,""Karatgold Coin (KBC)"",""https://icomarks.com/ico/karatgold-coin"","""","""","""","""""
"2136,""LoveBlock.one"",""https://icomarks.com/ico/LoveBlock-one"","""","""","""","""""
"2142,""MOBILINK-COIN"",""https://icomarks.com/ico/mobilinkcoin"","""","""","""","""""
"2147,""Natmin"",""https://icomarks.com/ico/natmin-pure-escrow"","""","""","""","""""
"2173,""RewardMob"",""https://icomarks.com/ico/rewardmob-mobile-esports"","""","""","""","""""
"2199,""Tradove B2BCoin"",""https://icomarks.com/blockchain/tradove-b2bcoin"","""","""","""","""""
"2222,""ZeroEdge.Bet"",""https://icomarks.com/ico/ZeroEdge-Bet"","""","""","""","""""
"2248,""Caspian"",""https://icomarks.com/ico/caspian-1"","""","""","""","""""
"2249,""Chek"",""https://icomarks.com/ico/bitcheke"","""","""","""","""""
"2252,""CoinDeal"",""https://icomarks.com/airdrop/coindeal"","""","""","""","""""
"2255,""Contractium.io"",""https://icomarks.com/ico/Contractium-IO"","""","""","""","""""
"2263,""CryptoWarsOU"",""https://icomarks.com/ieo/cryptowars"","""","""","""","""""
"2273,""eHarvestHub"",""https://icomarks.com/ico/eharvesthub-1"","""","""","""","""""
"2283,""Gameflip - FLIP"",""https://icomarks.com/ico/Gameflip"","""","""","""","""""
"2287,""GoldBox.io"",""https://icomarks.com/ico/GoldBox-IO"","""","""","""","""""
"2289,""GPCC  - Global Protected Crypto Copyright"",""https://icomarks.com/ico/GPCC"","""","""","""","""""
"2312,""Market.space"",""https://icomarks.com/ico/Market-space"","""","""","""","""""
"2319,""Metabase Network"",""https://icomarks.com/ico/metabase"","""","""","""","""""
"2326,""MorCrypto Exchange"",""https://icomarks.com/ico/MorCrypto"","""","""","""","""""
"2377,""Velix.ID"",""https://icomarks.com/ico/Velix-ID"","""","""","""","""""
"2386,""AgriChain"",""https://icomarks.com/ico/agrichain1543096879"","""","""","""","""""
"2387,""Algory Project"",""https://icomarks.com/ico/algory"","""","""","""","""""
"2392,""ASOBI COIN"",""https://icomarks.com/ico/asobi"","""","""","""","""""
"2405,""Bob's Repair"",""https://icomarks.com/ico/bob-s-repair"","""","""","""","""""
"2413,""Ccecoin"",""https://icomarks.com/ico/ccecoin1541800979"","""","""","""","""""
"2429,""ELAD Network"",""https://icomarks.com/ieo/elad_network"","""","""","""","""""
"2433,""Everex"",""https://icomarks.com/blockchain/everex"","""","""","""","""""
"2444,""Grain.io"",""https://icomarks.com/ico/Grain-io"","""","""","""","""""
"2463,""LCCX - London Crypto Currency Exchange"",""https://icomarks.com/ico/lccx-london-crypto-currency-exchange"","""","""","""","""""
"2465,""LEXIT"",""https://icomarks.com/ico/lexit-the-marketplace"","""","""","""","""""
"2475,""NOMAD.space"",""https://icomarks.com/ico/NOMAD-space"","""","""","""","""""
"2502,""Sp8de"",""https://icomarks.com/blockchain/sp8de"","""","""","""","""""
"2503,""Spectre"",""https://icomarks.com/airdrop/spectrum"","""","""","""","""""
"2504,""SportGift"",""https://icomarks.com/ico/sportgift-ico"","""","""","""","""""
"2541,""Alprockz"",""https://icomarks.com/ico/rockz"","""","""","""","""""
"2550,""Baanx.com"",""https://icomarks.com/blockchain/baanx-com"","""","""","""","""""
"2572,""CRYPTO TRON"",""https://icomarks.com/ieo/crypto-tron"","""","""","""","""""
"2581,""echarge.work"",""https://icomarks.com/ico/echarge-work"","""","""","""","""""
"2584,""Empleos.io"",""https://icomarks.com/ico/Empleos-IO"","""","""","""","""""
"2600,""Hydrostandart.io"",""https://icomarks.com/ico/hydrostandart"","""","""","""","""""
"2604,""IP.Gold"",""https://icomarks.com/ico/IP-Gold"","""","""","""","""""
"2625,""Out of the Cloud"",""https://icomarks.com/ico/outofthecloud-ico"","""","""","""","""""
"2635,""Ravn's Korrax"",""https://icomarks.com/ico/ravn-s-korrax"","""","""","""","""""
"2638,""Reflexion Lounge (XRLO)"",""https://icomarks.com/ico/reflexion-lounge-xrlo"","""","""","""","""""
"2644,""Sociall"",""https://icomarks.com/ico/social"","""","""","""","""""
"2648,""SWAPS.NETWORK"",""https://icomarks.com/ieo/swapsnetwork"","""","""","""","""""
"2655,""Touchcon"",""https://icomarks.com/ico/touchcon-toc"","""","""","""","""""
"2663,""Want Marketplaces"",""https://icomarks.com/ico/wantmarketplaces"","""","""","""","""""
"2691,""BF Token"",""https://icomarks.com/ico/bnktothefuture"","""","""","""","""""
"2695,""BIT.GAME"",""https://icomarks.com/ico/BIT-GAME"","""","""","""","""""
"2696,""BitBattle.io"",""https://icomarks.com/ico/BitBattle-IO"","""","""","""","""""
"2700,""BlockCart"",""https://icomarks.com/airdrop/blockcart"","""","""","""","""""
"2709,""Bowhead Health"",""https://icomarks.com/ico/bowhead"","""","""","""","""""
"2714,""CinemaWell.com"",""https://icomarks.com/ico/CinemaWell-com"","""","""","""","""""
"2715,""Clarity"",""https://icomarks.com/ico/clarity-project"","""","""","""","""""
"2726,""crypto.tickets"",""https://icomarks.com/ico/cryptotickets"","""","""","""","""""
"2739,""ecxx.com Digital Asset Exchange"",""https://icomarks.com/ieo/ecxx"","""","""","""","""""
"2744,""EtainPower"",""https://icomarks.com/ico/etainpower-token-ico"","""","""","""","""""
"2763,""GDPR.Cash"",""https://icomarks.com/ico/GDPR-Cash"","""","""","""","""""
"2783,""iEx.ec"",""https://icomarks.com/ico/iExEC"","""","""","""","""""
"2787,""Invictus Hyperion Fund"",""https://icomarks.com/ico/Invictus"","""","""","""","""""
"2792,""Kryll.io"",""https://icomarks.com/ico/Kryll-IO"","""","""","""","""""
"2795,""Lambda"",""https://icomarks.com/ico/lambda-1"","""","""","""","""""
"2806,""MARK.SPACE"",""https://icomarks.com/ico/MARKSPACE"","""","""","""","""""
"2808,""MCO"",""https://icomarks.com/ieo/mco2-token"","""","""","""","""""
"2809,""MedK - Medical Cannabis"",""https://icomarks.com/ico/medk-medical-cannabis"","""","""","""","""""
"2810,""MenuBuzz"",""https://icomarks.com/ico/menubuzz-1"","""","""","""","""""
"2819,""Nova Mining"",""https://icomarks.com/ico/nova-miningverse"","""","""","""","""""
"2820,""Nutrilifeio OÃœ"",""https://icomarks.com/ico/nutrilife"","""","""","""","""""
"2822,""On.Live"",""https://icomarks.com/ico/on-live"","""","""","""","""""
"2834,""Puregold.io"",""https://icomarks.com/ico/Puregold-IO"","""","""","""","""""
"2836,""Quinto S.A. Sponsorship"",""https://icomarks.com/ico/quinto-s-a-sponsorship"","""","""","""","""""
"2845,""SHIFT.cash"",""https://icomarks.com/ico/SHIFT-cash"","""","""","""","""""
"2864,""Titanium Blockchain Infrastructure Services"",""https://icomarks.com/blockchain/titanium-blockchain-infrastructure-services"","""","""","""","""""
"2877,""Vinnd.io"",""https://icomarks.com/ico/Vinnd-IO"","""","""","""","""""
"2900,""Aleef"",""https://icomarks.com/ico/aleef-coin-ico"","""","""","""","""""
"2963,""DAOBet"",""https://icomarks.com/ico/daocasino"","""","""","""","""""
"2964,""Darenta"",""https://icomarks.com/ico/darenta-preico"","""","""","""","""""
"2969,""doc.ai"",""https://icomarks.com/ico/doc-AI"","""","""","""","""""
"2994,""FENIX.CASH"",""https://icomarks.com/ico/FENIX-CASH"","""","""","""","""""
"2995,""FIC"",""https://icomarks.com/ico/fic-network"","""","""","""","""""
"3020,""Greeneum"",""https://icomarks.com/ico/greeneum-network-ico"","""","""","""","""""
"3025,""HBZ coin"",""https://icomarks.com/ico/HBZ"","""","""","""","""""
"3042,""Ixir"",""https://icomarks.com/ico/ixircoin"","""","""","""","""""
"3043,""JACK TOKEN"",""https://icomarks.com/ico/doublejack-token"","""","""","""","""""
"3049,""KYC.LEGAL"",""https://icomarks.com/ico/KYC-LEGAL"","""","""","""","""""
"3054,""Liquidity.Network"",""https://icomarks.com/ico/Liquidity-Network"","""","""","""","""""
"3072,""Molecule"",""https://icomarks.com/ico/molecule-mlc"","""","""","""","""""
"3074,""Moveo"",""https://icomarks.com/ico/moveco"","""","""","""","""""
"3084,""nuco.cloud"",""https://icomarks.com/ico/nucocloud"","""","""","""","""""
"3087,""OctoBit.io"",""https://icomarks.com/ico/OctoBit-IO"","""","""","""","""""
"3090,""ORIS.Space"",""https://icomarks.com/ico/ORIS-Space"","""","""","""","""""
"3095,""Path.Network"",""https://icomarks.com/ico/Path-Network"","""","""","""","""""
"3109,""Q-City"",""https://icomarks.com/ico/q-city-1"","""","""","""","""""
"3139,""Snovian.Space"",""https://icomarks.com/ico/Snovian-Space"","""","""","""","""""
"3152,""tokens.net"",""https://icomarks.com/ico/tokensnet"","""","""","""","""""
"3166,""Uservice"",""https://icomarks.com/ico/uservice-preico"","""","""","""","""""
"3188,""Aeternum"",""https://icomarks.com/ico/aeternum-ico"","""","""","""","""""
"3189,""AIGO - Crypto Payment Solutions"",""https://icomarks.com/ico/AIGO"","""","""","""","""""
"3193,""Alt Planet"",""https://icomarks.com/ico/AltPlanet"","""","""","""","""""
"3199,""ARQUTE G.A.S."",""https://icomarks.com/ico/ARQUTE-G-A-S"","""","""","""","""""
"3206,""B.SURE"",""https://icomarks.com/ico/B-SURE"","""","""","""","""""
"3215,""Biotron.io"",""https://icomarks.com/ico/Biotron-IO"","""","""","""","""""
"3232,""Bulk Trader"",""https://icomarks.com/ico/bulk-trader-ico"","""","""","""","""""
"3264,""DAO Playmarket 2.0"",""https://icomarks.com/ico/dao-playmarket-20"","""","""","""","""""
"3304,""Giftz.io"",""https://icomarks.com/ico/GiftzIO"","""","""","""","""""
"3311,""Gominer Token"",""https://icomarks.com/ico/Gominer"","""","""","""","""""
"3312,""GoWithMi Technology PTE. LTD [GoWithMi],"",""https://icomarks.com/ico/GoWithMi"","""","""","""","""""
"3314,""Grow Token (GRWT)"",""https://icomarks.com/ico/grow-token-grwt"","""","""","""","""""
"3321,""Healthy Corporation"",""https://icomarks.com/ico/healthycoins"","""","""","""","""""
"3328,""HUNT.BET"",""https://icomarks.com/ico/HUNTBET"","""","""","""","""""
"3329,""I'm Aero"",""https://icomarks.com/ico/i-m-aero"","""","""","""","""""
"3359,""LocalCoin.is DEX"",""https://icomarks.com/airdrop/localcoin"","""","""","""","""""
"3364,""Mazzuma (MAZ)"",""https://icomarks.com/ico/mazzuma-maz"","""","""","""","""""
"3377,""n'cloud.swiss"",""https://icomarks.com/ico/n-cloud-swiss"","""","""","""","""""
"3383,""Nexty"",""https://icomarks.com/ico/nexty-coin"","""","""","""","""""
"3392,""OLXA"",""https://icomarks.com/blockchain/olxa"","""","""","""","""""
"3402,""PBC"",""https://icomarks.com/ico/parinita-bansode-coin"","""","""","""","""""
"3409,""Po.et"",""https://icomarks.com/ico/Poet"","""","""","""","""""
"3439,""SDAT EXCHANGE ICO"",""https://icomarks.com/airdrop/SDAT%20Exchange%20Class01%20Bounty"","""","""","""","""""
"3463,""Ties.Network"",""https://icomarks.com/ico/TiesNetwork"","""","""","""","""""
"3509,""ABBC"",""https://icomarks.com/ico/alibabacoin"","""","""","""","""""
"3530,""Balehu Bucks"",""https://icomarks.com/airdrop/balehu"","""","""","""","""""
"3533,""BCharity - International Charity Exchange"",""https://icomarks.com/ico/bcharity-international-charity-exchange"","""","""","""","""""
"3563,""Boliecoin"",""https://icomarks.com/ico/the-boliecoin"","""","""","""","""""
"3577,""Clairety Inc."",""https://icomarks.com/ico/clairety-inc"","""","""","""","""""
"3604,""DPLAY.GG"",""https://icomarks.com/ico/DPLAY-GG"","""","""","""","""""
"3615,""Estatecoin.fund"",""https://icomarks.com/ico/estatecoin"","""","""","""","""""
"3630,""Friend"",""https://icomarks.com/ico/friend1529618470"","""","""","""","""""
"3632,""Gameloot"",""https://icomarks.com/ico/game-loot-network"","""","""","""","""""
"3658,""iCod Identity"",""https://icomarks.com/ico/icod"","""","""","""","""""
"3659,""IG-Crypto Holding"",""https://icomarks.com/ico/ig-crypto"","""","""","""","""""
"3665,""IPS"",""https://icomarks.com/ico/ips-token"","""","""","""","""""
"3720,""Oryx Token"",""https://icomarks.com/ico/oryx"","""","""","""","""""
"3721,""OSA Decentralized"",""https://icomarks.com/ico/OSA"","""","""","""","""""
"3745,""Rentaway"",""https://icomarks.com/ico/www-rentaway-com"","""","""","""","""""
"3753,""Shipowner.io"",""https://icomarks.com/ico/Shipowner-IO"","""","""","""","""""
"3772,""SuperPay.vip"",""https://icomarks.com/ico/SuperPay-vip"","""","""","""","""""
